group_id,title
08f1606b75bff34a,NEW CHRISTY MINSTRELS - Today (1964) HQ Stereo!
08f8b6c320504a1f,Where Do Broken Hearts Go (Remastered)
0903e0f4e35fe059,
090ccca41006fbdc,
0917c77d424f61c3,Rihanna, Calvin Harris - We Found Love (Audio)
09352cb07bb2b1a0,Faith Hill - Mississippi Girl (Audio)
0960d58dccd78d69,
09a212060a7c4630,Scorpions - Wind Of Change - HQ Audio
09a6db11423c42db,
09a70d9cce64e594,
09abf7933d0b07a4,Every Breath You Take
09b059d5cfdfccd0,Alan Walker, Sabrina Carpenter & Farruko  - On My Way
09b39e93869d27ca,Drake - Fake Love
09be604a4d306410,Bryson Tiller - Exchange (Official Audio)
09bf04e5187e60f5,Ludacris - Get Back [HQ]
09c03df47e9bad16,The Rolling Stones - Ruby Tuesday (Official Lyric Video)
09cdfc19dadf58c2,1960 HITS ARCHIVE: Mr. Custer - Larry Verne (a #1 record)
09decc9434fcb51d,Lil Jon & The East Side Boyz - Lovers And Friends (feat. Usher & Ludacris) (Official Audio)
09df33f83809587a,Johnny Horton - Sink the Bismarck - Country Music Experience
09e72e7ab6752405,Buffalo Springfield - For What It's Worth (Official Audio)
09eabad4d1754dc6,
09f0f4afd58e45c8,Wiz Khalifa - Black And Yellow [AUDIO]
0a0500fb292492cc,The Night They Drove Old Dixie Down
0a08e43835840e0f,Soulja Boy Tell'em - Kiss Me Thru The Phone ft. Sammie
0a0a5d20fb3bf3ec,
0a0abcce70e115b6,Angel of the Morning
0a0d38765ea12539,The Alan Parsons Project - Eye in the Sky (Official Audio)
0a10e7109e2d44bc,Edie Brickell & New Bohemians - What I Am
0a1368dc390cf170,Traces
0a1eafac54b19872,Evanescence - Bring Me To Life (Official HD Music Video)
0a2036fcb0bacdad,
0a2e3aeb07f0c0df,Sister Janet Mead - The Lord's Prayer [HQ Stereo] [1973]
0a32096c8df650db,Angie (Remastered 2005)
0a327839eca0f24c,50 Cent - Ayo Technology (Official Music Video) ft. Justin Timberlake
0a510206a5ee9313,
0a565db1f01f421e,Silence Is Golden
0a5f4ccc9fb5128c,Girl Watcher
0a606008d66a9956,
0a656d622def8990,Beyoncé - Partition (Audio) [ORIGINAL]
0a6cef4ef4036c09,You Are
0a71d18b32c3d8e6,Bon Jovi - Lay Your Hands On Me
0a71d735a8d6bd44,Rachel Platten - Fight Song (Audio)
0a7be95c2f962a0a,John Denver - Annie's Song (Official Audio)
0a820508425d38d9,
0a86fad9ed60376d,Your Woman
0a97a42c423e20ae,You've Lost That Lovin' Feelin'
0aa897e591ab7708,The Poor Side Of Town
0ab3978df0c5f652,
0ac4e43e8af90692,Eruption feat. Precious Wilson - I Can't Stand The Rain  (Original Album Version)
0adaa24351b57c3d,Frankie J - Don't Wanna Try
0adac03602c255fd,
0ae3d7ef18739de4,
0aea0d8292738f0f,Rae Scrmmurd No Type (Audio)
0af98112a1fb5752,Ray Charles - Busted (Official Audio)
0b1605489cf09aff,Creedence Clearwater Revival - Travelin' Band (Official Audio)
0b187b9807d5073f,Sunny & The Sunliners-Talk To Me
0b393cd782c6dc15,Bohemian Rhapsody (Audio Only)
0b3f5a38574bd6c2,I Want to Be Your Man
0b4555bc503ccec8,Natalie - Goin' Crazy
0b49766fefce9a55,Kenny Chesney - Get Along (Official Visualizer)
0b627049362297ab,M.I.A. - Paper Planes (HQ)
0b6728c66459098b,1961 HITS ARCHIVE: Hello Walls - Faron Young (#1 C&W hit for 9 weeks)
0b7122774aaf9797,Justin Timberlake - Rock Your Body (OLD VERSION, see description)
0b797aa7c6d74539,Justin Bieber - Yummy (Official Audio)
0b89f4ca065f9b8a,Kenny Rogers - Coward Of The County (Audio)
0b951b04f4104a5b,Roddy Ricch - The Box [Official Audio]
0baf096a4b560396,I Can See For Miles
0bc62ddd57ccc18e,Come Go with Me
0bc7f9ae9b644f29,Fly Me To The Moon (2008 Remastered)
0bcb7cdc6c1daa1d,AC/DC - Highway to Hell (lyrics)
0bcd1b4dd0427620,The Ballad of Bonnie & Clyde
0bcdf99a947a9617,Stay
0bd65a382700dfda,Barber of Seville - by Pietro Spagnoli  (lyrics)
0bf027eb5b69bae7,Eiffel 65 - Blue (Da Ba Dee)  **HQ Audio**
0c23a51fab3b0fc5,Kanye West- Flashing Lights (ft. Dwele) (Audio)
0c2f644cd482aca4,Crazy Elephant - Gimme Gimme Good Lovin' - Samskhara Edition
0c30598bdb453430,Elvis Presley - Burning Love (Official Audio)
0c376833ced9165e,Sue Thompson - Norman (1974)
0c40bf4980b46cfd,Neon Trees - Animal -  ( Audio)
0c474eadfa797dc2,Spice Girls - Spice - 1. Wannabe
0c47c49659c581b2,
0c58628030a3d805,Coyote Ugly - LeAnn Rimes - Can't Fight The Moonlight (High-Quality Audio)
0c5a30ef05d16714,Rihanna - Rude Boy (Audio)
0c5dd8c870ddb8e5,Friends And Lovers
0c7695952229a995,Fleetwood Mac - Dreams [with lyrics]
0c7a21d33f4123be,Elvis Presley Love Me Tender
0c7dc4070f513127,Jeremih - Don't Tell 'Em (Audio) ft. YG
0c84fb332965852f,Justin Bieber - As Long As You Love Me ft. Big Sean (Official Audio) ft. Big Sean
0c8d809ec9d5613f,Blake Shelton - God's Country (The Motion Graphic Series)
0c95229d14e3d76b,Ed Sheeran - Sing [Official Audio]
0ca5688fef11a18a,
0ca8704670718ac8,Flo Rida- Low (ft t. Pain)
0cab564d9b8b0d71,
0cca3580b0cea292,American Honey
0cce053058c2129c,Jimmy Ruffin - What Becomes of the Brokenhearted (HQ)
0ccee4f9a40ae71a,REO Speedwagon - Can't Fight This Feeling (Audio)
0ccf4d231d2503e9,Just The Girl- The Click Five
0cd4f1be879a45b2,Nicki Minaj - Truffle Butter (Official Audio) ft. Drake, Lil Wayne
0cdf1c2b7024bcb2,HELEN REDDY You're My World
0d072a3c2168481d,Tim McGraw - Humble and Kind
0d268de2f28aa36b,Rich Homie Quan - Flex (Ooh, Ooh, Ooh)
0d27731aafce9f9d,
0d2867f6adb43387,
0d2dfe0381782db0,One Minute Man (feat. Ludacris)
0d44e0c62d12f3e2,
0d45b30d81d65c0d,Lee Ann Womack - I Hope You Dance [Pop Version] [CD Single] [HQ]
0d5d0e6486ad5f68,Wet Willie Keep On Smiling
0d792ab4aa318b05,Dan + Shay - Tequila (Icon Video)
0d815e8b0c2c282a,Beautiful Girls[HQ-flac] - Sean Kingston
0d81923c0118335d,Michael Bolton - Said I Loved You... But I Lied [HQ - FLAC]
0d83cc5245f72c3a,Julie, Do Ya Love Me
0d87fc617f62bac7,
0d8ecbfd9e3f715f,
0d9248eb75fcc81f,Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg
0d9d2a28a812d551,Tryin' to Get the Feeling Again
0d9f40779112a491,Carrie
0db356f9d962fa88,Coldplay - A Sky Full Of Stars (Official audio)
0db945d85a1e002b,Cobra Starship ft. Sabi - You Make Me Feel.... [Audio]
0dd416155f5bf450,The KLF feat. Tammy Wynette - 1991 - Justified & Ancient
0dd66786ddd0e465,
0ddb175c67cd4e3d,MKTO-Classic (audio)
0ddd0c0f9f595ffe,
0df2909a5edc4474,
0dfdbcde2adfa892,
0e24c9db9375634a,Sting - Desert Rose
0e2590330cb84fbd,
0e332456819f1a9d,Paperback Writer (Remastered 2015)
0e37a78a05628589,Our Lips Are Sealed (2011 Remaster)
0e37fdb319634333,Roxette - The Look (HQ)
0e511d8020421d0a,Carla Thomas - B-A-B-Y (Official Audio)
0e61ec6b408e6d89,
0e694f5a9b9000c9,Gabby Barrett - I Hope (ft. Charlie Puth) (Audio)
0e70fecd7c2d3f50,The Black Eyed Peas - Where Is The Love? (Official Music Video)
0e7d832a046d0803,
0e8353e8fad9ae27,Billie Eilish - when the party's over
0ead16b52b74e2f5,
0eb6237c95953447,
0ed0d97fbbf77e7d,Hitchin' a Ride
0ed95a50846d67d9,
0ede250c5c964d03,No Doubt - Its My Life
0ee8a7f50b9c6ac3,
0ef0616b30b92baf,Heart - Never [HQ] (CC)
0f0332410a98dbc3,
0f03896c807c9856,Ariana Grande ft. Iggy Azalea- Problem (Audio)
0f23eb67d473399b,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul
0f24934950c9ed34,Ray Stevens - Gitarzan (Official Audio)
0f34d390b106e024,Be Thankful for What You Got (Parts 1 & 2)
0f412a3101750289,Nelly Furtado -- Turn off the light ......with lyrics
0f43439e584d4c49,Rihanna - Love on the Brain (Audio)
0f49946df4f06c48,Coldplay - Hymn For The Weekend (Official Video)
0f4d7e384d78f6e2,Freddie Hart -- Easy Loving
0f4de8fa35dc5b1a,
0f5206d4680e9041,Will You Be There (Single Version)
0f5c812ebc61b9e2,Just Don't Want To Be Lonely
0f60fcaabf209836,ABC When Smokey Sings 1987  HQ
0f681cec4b057327,The Real Slim Shady
0f93c522202a1738,Don't Wake Me Up
0fd301b8dd54ae71,The Temptations - Papa Was A Rolling Stone
0fd63fbdfc65b8c0,Ace Hood - Bugatti (Official Music Video) ft. Future, Rick Ross
0fd65bfb2f7839eb,The Stylistics - You Make Me Feel Brand New (Official Lyric Video)
0fdb6bb815cfc024,
0fe5a20627cdf550,Brandy - Full Moon
101f6e3bda0fe49a,Major Lazer - Cold Water (feat. Justin Bieber & MØ) [Official Lyric Video]
101f8f4ca1190748,Jason Aldean - Burnin' It Down (Lyric Video)
102ff71d0268530e,
10336968fc03df80,Clean Bandit - Rockabye ft Sean Paul, Anne-Marie ( Official Audio)
104e8904d50363aa,U Know What's Up
1064b5e6f1e94ee3,Bobby Bare - Detroit City (Audio)
106e26faadcd90c8,Average White Band - Cut The Cake
1081c81f23c66a07,Nickelback - Gotta Be Somebody [Audio]
108fa9efbda6e812,
10b28b300f3bcd8d,Wang Chung - Dance Hall Days
10d06ec249242be6,Tonight I Celebrate My Love
10f773ec8cec74a0,Ellie Goulding - Burn (Audio) [HQ]
10f8435b35405e09,
10fd7bed0d6ba04c,Pride And Joy
110c333979acd96b,Lee Brice - One of Them Girls (Official Music Video)
11136a3994ec081b,Tony Orlando & Dawn - Candida (Audio)
111a43913401e6ac,Selena Gomez, Marshmello - Wolves (Audio Official)
112d5cf6c31fa464,Flo Rida - Whistle [Oficial Audio HD]
1131a01fa9117f0f,Brandy - What About Us
1136874008d743ce,Bryan Adams - Can't Stop This Thing We Started
113cd3f9833cab80,Bad Time (Remastered 2002)
1153d04ed338928b,D4L - Laffy Taffy (High Quality)
11615acb9d78749a,David Guetta Feat. Akon - Sexy Bitch (Audio)
118681d263e14590,Katy Perry - Hot N Cold (Audio)
118e0c93683d6ad2,Shop Around
11a49fd3599f546f,Fine Young Cannibals - Good Thing
11ae53c370081b38,The Birds and the Bees
11aebc1246a8690c,Duran Duran  Come Undone HQ
11b47653c0805322,Bee Gees - Staying Alive (Audio)
11bd38f45987e836,The Delfonics - Didn't I (Blow Your Mind This Time) (Audio)
11d6d06dbcc2ca57,Uncle Kracker-Smile [HQ]
11dd550a7b01dab5,Afric Simone - Hafanana
11df82ed1fc18bd1,Amanda Perez - Angel
11ea2e2a5703e86b,MISTY BLUE DOROTHY MOORE
11ff4c830d8913cd,Flo Rida - My House (Official Audio)
12076fb84ec984b9,Can't Help Falling In Love (Remastered)
121afc1802711c90,The Shangri- Las - Remember ( Walking in the Sand)  - Long stereo mix
12279764132660ae,Don't Get Me Wrong (2007 Remaster)
1254646e68913666,Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean
127105a72ce825b1,Guantanamera
12776481ea81b7b1,Howie Day - Collide
1278a6502f55a692,Simon & Garfunkel - Scarborough Fair/Canticle (Audio)
127be1c4b3938649,Faith no More - Epic [HQ]
128137ba4e6ae8eb,Kenny Chesney - How Forever Feels (Official Video)
12830adcfbf88014,Nobody But Me
1290ad0a504fbde6,I Don't Wanna
12973b93c7fac694,Hard Knock Life (Ghetto Anthem)
12a5ebdaa997743f,Special Lady - Ray, Goodman & Brown (Lyric Video) [HQ Audio]
12be8d50c4353393,I'll Never Love This Way Again
12c830d14d51f9a3,Natasha Bedingfield - Pocketful Of Sunshine (Official Audio)
12cf788f3cc5bcea,Ed Sheeran - Don't [Official Audio]
12d23004b6ae3876,Tinie Tempah ft. Eric Turner - Written in the Stars (Official Audio)
12d6202c3e8b40a3,
12dcf440e9cfe9a7,
12e509b2b3da32e6,Adele - Send My Love (To Your New Lover)
12e77a659d8f06d6,Young Money - Every Girl
12eab968931355db,Calvin Harris featuring Ne-Yo - Let's Go
12ed91436bf26c47,
12fab2c0f70b36d8,Bruno Mars - The Lazy Song (Audio)
130a1b5ba51ecd0e,Heatwave - The Groove Line (Audio)
130a296584355efd,La Bamba
1311182be51cf294,McFadden & Whitehead - Ain't No Stoppin' Us Now (Official Audio)
1311ca52246c1968,Janet Jackson - Come Back To Me  (Audio HQ)
13186b7751e7c905,50 Cent - 21 Questions feat. Nate Dogg (HQ)
1324e75c1838b8ba,Naughty By Nature - Hip Hop Hooray
133f16be8fcf4407,
1365041021bac001,
137ad02bcbcad095,Olivia Newton-John - I Honestly Love You (Version 2)
13a42f31a715d1ae,21. El Perdón - Nicky Jam y Enrique Iglesias  (Official Music Video YTMAs)
13b56550a90a6118,Rich The Kid - Plug Walk (Audio)
13bbfd051309c27c,
13d0374fe3786050,Tyga - Taste (Official Video) ft. Offset
13d3e9cd45064f36,Paul Revere & The Raiders - Hungry (Audio)
13e1b43a76c00108,Fabolous ft. Tamia - So Into You (Official Video)
13e6c02716fbedfb,
13f405e936480983,
1401734a217dbb4d,My Best Friend
1402af07ceecff60,Ordinary World (Single Version)
1404a884694ad45c,
140f3be71ce97651,Causing a Commotion
141eb7aa9e14b6f9,Every Little Thing She Does Is Magic
14216b6b751ae745,P*$$Y Fairy (OTW)
1435aa9a0e33f451,HEY PAULA Paul and Paula 1963 - HQ STEREO
1454fff1d64c6079,Just Between You and Me
1459eff0ff571518,Blue Featuring Elton John - Sorry Seems To Be The Hardest Word
14606d3d579ee115,A Very Special Love Song
14609f4d67fad2e4,Redbone - Come and Get Your Love (Single Edit - Audio)
14651f76e825e870,Feelin' Stronger Every Day (2002 Remaster)
1468e15e6988b3bd,Justin Timberlake Cry Me A River Oficial Audio
1478d3efb91f21e1,
148139dd4f314b13,
1483b65b225fb7d5,Shontelle - Impossible (Audio)
1489edde6309cbbb,I Want to Know What Love Is (2017 Remaster)
14c449282b061c19,Run Away
14cffdbc4d4c4ba9,Bonnie Tyler - Turn Around (Total Eclipse Of The Heart Official Audio)
14dff5f45efdb709,Get Used to It
14f2a4bd69b21e30,Would I Lie To You?
14f9a2dfd85d4a3b,Atlantic Starr - Always (HQ Audio)
15384b98ba4c3336,P!nk - Try (Audio)
15532694d854439b,Gloria
155dd4ef330535ef,Dazz Band  Let It Whip
15657420a6882e78,Blood, Sweat & Tears - Spinning Wheel (Official Audio)
1584091b4d4b66f5,Slide
158fda00562e5524,Pop Smoke - For The Night (Audio) ft. Lil Baby, DaBaby
15aa9e8c62eb08c7,Untouched - The Veronicas
15beb1f904ca4091,Man On Your Mind (Remastered 2010)
15c69d5a01f7772f,
15c760a6bdb3d6f2,Melanie Martinez - Show & Tell [Official Music Video]
15c8fec70d584eee,We R Who We R
15c9e6a50b58dde2,REMASTERED Little Children Billy J Kramer Dakotas FULL SONG TRUE STEREO HiQ Hybrid JARichardsFilm
15d3dcf3435c0a22,Debbie Gibson - Lost In Your Eyes (Official Music Video)
15db28fedcc125ec,ABBA Dancing Queen
15dda3fdeb5707d4,Don't Wanna Go Home Audio
15ea3fc0bdf20c16,We Got The Beat
1603f34f959e4695,
1605a7bfe427f304,Harold Melvin & The Blue Notes - Wake up Everybody (Official Audio) ft. Teddy Pendergrass
160ed73880f43627,Beyoncé - Sorry (Official Audio)
161a78edbf2b7de8,B2K - Uh Huh
163125e79d2f194e,
1632cbb7c1c97fd2,The Locomotion (Remastered)
164914af951525ec,Please forgive me
164fdbd63ec3536b,Ella Mai - Boo'd Up (Official Audio)
165db4c304e281bf,Bill Medley & Jennifer Warnes   - (I've Had) The Time Of My Life HQ
166a203fd43e4361,David Banner - Play (Official Music Video)
166a330e1a36fdf7,
16715abbd4e1fd2b,Maroon 5 - Memories (Official Video)
1674fbf2ef321f84,Navy Blue
16823693ce0b5666,Survivor (#1's Edit)
16828a9c6b36f2da,
168a7735d9fa079a,Argent - Hold Your Head Up (Audio)
168e98fa80604cfc,Van Morrison - Brown Eyed Girl (Official Audio)
